id,ficheiro,final,origem,mudou_pct
f0653,20170521_161241.jpg,20170521_161241.jpg,original,0.00
f0654,20170521_161655.jpg,20170521_161655.jpg,original,0.00
f0556,20170805175928.jpg,20170805175928.jpg,original,0.00
f0557,20170805181124.jpg,f0557__20170805181124.jpg,original,0.00
f0655,20170828_192742.jpg,20170828_192742.jpg,original,0.00
f0656,20170916_160816.jpg,20170916_160816.jpg,original,0.00
f0657,20170916_164437.jpg,20170916_164437.jpg,original,0.00
f0658,20190620_183610.jpg,20190620_183610.jpg,original,0.00
f0358,2022_Clara_e_sky.jpg,2022_Clara_e_sky.jpg,original,0.00
f0359,2022_Tiago_e_sky.jpg,2022_Tiago_e_sky.jpg,original,0.00
f0558,318.JPG,318.JPG,original,0.00
f0659,38411954_1089090207922313_3133676772738990080_n.jpg,38411954_1089090207922313_3133676772738990080_n.jpg,lanczos,0.58
f0642,509259470_24305080975762747_3832890561443348891_n.jpg,509259470_24305080975762747_3832890561443348891_n.jpg,lanczos,0.38
f0559,A Happy Year (16).jpg,f0559__A Happy Year (16).jpg,original,0.00
f0699,AASM_NAZARE_CUPImagem 023.jpg,AASM_NAZARE_CUPImagem 023.jpg,original,0.00
f0560,Campanha AE (6).JPG,Campanha AE (6).jpg,IA,1.64
f0660,CIMG0918.JPG,CIMG0918.JPG,original,0.00
f0661,CIMG1082.JPG,CIMG1082.JPG,original,0.00
f0662,CIMG1100.JPG,CIMG1100.JPG,original,0.00
f0700,CIMG5753.JPG,CIMG5753.JPG,original,0.00
f0643,digitalizar0001.jpg,digitalizar0001.jpg,IA,1.07
f0561,digitalizar0002 (2).jpg,digitalizar0002 (2).jpg,IA,1.16
f0644,digitalizar0002.jpg,digitalizar0002.jpg,IA,1.12
f0562,digitalizar0003 (1).jpg,digitalizar0003 (1).jpg,IA,1.39
f0563,digitalizar0003 (3).jpg,digitalizar0003 (3).jpg,IA,1.28
f0564,digitalizar0004 (1).jpg,digitalizar0004 (1).jpg,IA,1.78
f0565,digitalizar0005 (3).jpg,digitalizar0005 (3).jpg,IA,0.79
f0645,digitalizar0006.jpg,digitalizar0006.jpg,IA,0.97
f0566,digitalizar0007.jpg,digitalizar0007.jpg,IA,1.10
f0663,DSC00780.JPG,DSC00780.JPG,original,0.00
f0664,DSC01059.JPG,DSC01059.JPG,original,0.00
f0567,DSC01579.JPG,DSC01579.JPG,original,0.00
f0568,DSC02029.JPG,DSC02029.JPG,original,0.00
f0569,DSC02177.JPG,DSC02177.JPG,original,0.00
f0570,DSC03254.JPG,DSC03254.JPG,original,0.00
f0571,DSC05688.JPG,DSC05688.JPG,original,0.00
f0572,DSC06226.JPG,DSC06226.JPG,original,0.00
f0573,DSC06386.JPG,DSC06386.JPG,original,0.00
f0574,DSC06568.JPG,DSC06568.JPG,original,0.00
f0575,DSC07282.JPG,DSC07282.JPG,original,0.00
f0576,DSC07627.JPG,DSC07627.JPG,original,0.00
f0577,DSC08227.JPG,DSC08227.JPG,original,0.00
f0578,DSC09845.JPG,DSC09845.JPG,original,0.00
f0665,DSC09865.JPG,DSC09865.JPG,original,0.00
f0666,DSC_0031a.jpg,DSC_0031a.jpg,IA,1.81
f0667,DSC_0042a.jpg,DSC_0042a.jpg,IA,1.69
f0668,DSC_0071.JPG,DSC_0071.JPG,original,0.00
f0669,DSC_0071_.JPG,DSC_0071_.jpg,IA,1.82
f0670,DSC_0085b.jpg,DSC_0085b.jpg,lanczos,0.54
f0671,DSC_0086.JPG,DSC_0086.JPG,original,0.00
f0672,DSC_0096b.jpg,DSC_0096b.jpg,IA,2.17
f0673,DSC_0147.JPG,DSC_0147.JPG,original,0.00
f0674,DSC_0149.JPG,DSC_0149.JPG,original,0.00
f0675,DSC_0183a.jpg,DSC_0183a.jpg,IA,1.07
f0579,DSCN1944.JPG,DSCN1944.JPG,original,0.00
f0580,DSCN2158.JPG,DSCN2158.JPG,original,0.00
f0581,DSCN2264.JPG,DSCN2264.JPG,original,0.00
f0582,DSCN2298.JPG,DSCN2298.JPG,original,0.00
f0583,DSCN2875.JPG,DSCN2875.JPG,original,0.00
f0676,DSCN3486.JPG,DSCN3486.JPG,original,0.00
f0677,DSCN7654i (3).jpg,DSCN7654i (3).jpg,original,0.00
f0678,DSCN7686i (2).jpg,DSCN7686i (2).jpg,original,0.00
f0679,DSCN7848.JPG,DSCN7848.JPG,original,0.00
f0680,DSCN7852.JPG,DSCN7852.JPG,original,0.00
f0584,DSCN8496.JPG,DSCN8496.jpg,IA,0.86
f0585,DSCN8534.JPG,DSCN8534.jpg,IA,1.78
f0681,Fotos Joana (37).JPG,Fotos Joana (37).JPG,original,0.00
f0363,gravuras_coa.jpg,gravuras_coa.jpg,lanczos,1.02
f0364,Guterres.jpg,Guterres.jpg,lanczos,0.66
f0682,HPIM0315.JPG,HPIM0315.JPG,original,0.00
f0683,HPIM0319.JPG,HPIM0319.JPG,original,0.00
f0586,HPIM0458.JPG,HPIM0458.JPG,original,0.00
f0587,HPIM0511.JPG,HPIM0511.JPG,original,0.00
f0684,HPIM0715.JPG,HPIM0715.JPG,original,0.00
f0685,HPIM0715_1.JPG,HPIM0715_1.jpg,IA,0.92
f0646,IMG_0226.JPG,IMG_0226.JPG,original,0.00
f0588,IMG_0269.JPG,IMG_0269.JPG,original,0.00
f0589,IMG_0376.JPG,IMG_0376.JPG,original,0.00
f0590,IMG_0483.JPG,IMG_0483.JPG,original,0.00
f0591,IMG_0557.JPG,IMG_0557.JPG,original,0.00
f0592,IMG_0577.JPG,IMG_0577.JPG,original,0.00
f0593,IMG_0622.JPG,IMG_0622.JPG,original,0.00
f0594,IMG_0645 (8).jpg,IMG_0645 (8).jpg,lanczos,0.40
f0595,IMG_2386.JPG,IMG_2386.JPG,original,0.00
f0686,IMG_3489.JPG,IMG_3489.JPG,original,0.00
f0687,IMG_3518(2).jpg,IMG_3518(2).jpg,original,0.00
f0688,IMG_3876.JPG,IMG_3876.JPG,original,0.00
f0596,IMG_3968.JPG,IMG_3968.JPG,original,0.00
f0597,IMG_3993.JPG,IMG_3993.JPG,original,0.00
f0598,IMG_4098.JPG,IMG_4098.JPG,original,0.00
f0599,IMG_4492.JPG,IMG_4492.JPG,original,0.00
f0689,IMG_4534.JPG,IMG_4534.JPG,original,0.00
f0600,IMG_7927.JPG,IMG_7927.JPG,original,0.00
f0690,IMG_9241.JPG,IMG_9241.JPG,original,0.00
f0365,"kobe, japao.png","kobe, japao.png",original,0.00
f0701,RAPAZ_RISCAS_retrato.jpg,RAPAZ_RISCAS_retrato.jpg,IA,0.71
f0360,sapo_42c89ed355959aa80b08ddd3b3b79ffc3555d337.jpg,sapo_42c89ed355959aa80b08ddd3b3b79ffc3555d337.jpg,IA,0.90
