id,ordem,bloco,ficheiro,tipo,pessoa,ano,evento,duracao_s,in_s,out_s,movimento,texto_ecra,resolucao_ok,voto_tiago,voto_clara,nota_tiago,nota_clara,estado
f0086,136,5,21-42.JPG,foto,Clara,2023,"Clara, 2023",4,,,Nenhum,,Sim,,,,,
f0207,137,5,82-59.JPG,foto,Ambos,2023,"Cumplicidades, 2019",4,,,Zoom in,,Sim,,,,,
f0223,138,5,9-24-1.JPG,foto,Clara,2023,E de convívios,4,,,Zoom out,,Sim,,,,,
f0075,139,5,21-28.jpeg,foto,Clara,2023,Em Londres / Em Nova York,4,,,Zoom in,,Sim,,,,,
f0022,140,5,11-12.JPG,foto,Familia,2023,Em Viena: -Estas sobremesas são bem in,4,,,Zoom out,,Sim,,,,,
f0019,141,5,1021.jpg,foto,Ambos,2023,"Festa de aniversário da Clara, estava",4,,,Zoom in,,Nao,,,,,
f0020,142,5,1031.JPG,foto,Ambos,2023,No Santuário do Bom Jesus de Braga,4,,,Zoom out,,Sim,,,,,
f0227,143,5,9-24-7.JPG,foto,Clara,2023,"Numa viagem de comboio, em férias",4,,,Nenhum,,Sim,,,,,
f0065,144,5,21-17.JPG,foto,Clara,2023,Parlamento de Budapeste,4,,,Zoom out,Parlamento de Budapeste,Sim,,,,,
f0228,145,5,9-24-8.JPG,foto,Clara,2023,"Passeia muito, mas está sempre conecta",4,,,Zoom in,,Sim,,,,,
f0330,146,5,20230726_131448_Nice_2023.jpg,foto,Ambos,2023,Por classificar,4,,,Zoom out,,Sim,,,,,
f0084,147,5,21-40.JPG,foto,,2023,"sem contexto, 2023",4,,,Zoom in,,Sim,,,,,
f0102,148,5,21-45.JPG,foto,Clara,2024,"Clara, 2022",4,,,Zoom out,,Sim,,,,,
f0096,149,5,21-45-3.JPG,foto,Familia,2024,Com a família materna,4,,,Zoom in,,Sim,,,,,
f0282,150,5,IMG_6240.jpeg,foto,Tiago,2024,E com o Miguel,4,,,Nenhum,,Sim,,,,,
f0070,151,5,21-22.jpeg,foto,Clara,2024,"Em Schwangau, contemplando o Castelo d",4,,,Zoom in,,Sim,,,,,
f0072,152,5,21-24.jpeg,foto,Clara,2024,Em Wurzburg (Ponte Alte Mainbrucke); /,4,,,Zoom out,,Sim,,,,,
f0068,153,5,21-20.JPG,foto,Clara,2024,Na Alemanha. Em Dinkelsbuhl,4,,,Zoom in,,Sim,,,,,
f0018,154,5,1021-1.jpg,foto,Ambos,2024,"Os lenços brancos da despedida, depois",4,,,Zoom out,,Nao,,,,,
f0321,155,5,IMG_20240929_103808-POP_OUT.jpg,foto,Clara,2024,"sem contexto, 2014",4,,,Zoom in,,Sim,,,,,
f0005,156,5,11-13.jpg,foto,Familia,2025,"-Clara, gostas dessa canção do Ed Shee",4,,,Zoom out,,Sim,,,,,
f0023,157,5,11-13.jpg,foto,Familia,2025,"-Clara, gostas dessa canção do Ed Shee",4,,,Nenhum,,Sim,,,,,
f0300,158,5,WhatsApp Image 2025-10-10 at 14.45.56 (1).jpeg,foto,Amigos,2025,A Task Force de Corporate,4,,,Zoom out,,Nao,,,,,
f0301,159,5,WhatsApp Image 2025-10-10 at 14.45.56.jpeg,foto,Amigos,2025,A Task Force de Corporate,4,,,Zoom in,,Nao,,,,,
f0092,160,5,21-45-17.jpeg,foto,Amigos,2025,A verdadeira Claque do FCP,4,,,Zoom out,,Nao,,,,,
f0211,161,5,9-12.JPG,foto,Clara,2025,Colaborando com uma estátua viva em Ba,4,,,Zoom in,,Sim,,,,,
f0212,162,5,9-13.JPG,foto,Clara,2025,Colaborando com uma estátua viva em Ba,4,,,Zoom out,,Nao,,,,,
f0259,163,5,IMG_1475.jpeg,foto,Amigos,2025,Colegas de trabalho (dela),4,,,Zoom in,,Sim,,,,,
f0254,164,5,IMG-20250305-WA0113.jpg,foto,Amigos,2025,"Colegas de trabalho (dele), 2025",4,,,Nenhum,,Nao,,,,,
f0283,165,5,IMG_6442.JPG,foto,Ambos,2025,"Com o Henrique, em Barcelona",4,,,Zoom in,,Sim,,,,,
f0217,166,5,9-15.JPG,foto,Clara,2025,Com um vendedor de artesanato no vulcã,4,,,Zoom out,,Sim,,,,,
f0035,167,5,182-73.JPG,foto,Ambos,2025,Cumplicidades,4,,,Zoom in,,Sim,,,,,
f0037,168,5,182-76.JPG,foto,Ambos,2025,Cumplicidades,4,,,Zoom out,,Sim,,,,,
f0196,169,5,82-31.JPG,foto,Ambos,2025,Cumplicidades,4,,,Zoom in,,Sim,,,,,
f0201,170,5,82-41.JPG,foto,Ambos,2025,Cumplicidades,4,,,Zoom out,,Sim,,,,,
f0209,171,5,82-7.jpg,foto,Ambos,2025,Cumplicidades,4,,,Nenhum,,Sim,,,,,
f0036,172,5,182-74.JPG,foto,Ambos,2025,"Cumplicidades, 2019",4,,,Zoom out,,Sim,,,,,
f0191,173,5,82-11.jpeg,foto,Ambos,2025,E o fétiche por óculos,4,,,Zoom in,,Sim,,,,,
f0187,174,5,82 - Cópia.jpg,foto,Ambos,2025,Em Barcelona. Escutando as explicações,4,,,Zoom out,,Nao,,,,,
f0194,175,5,82-27.jpeg,foto,Ambos,2025,Em Barcelona. Escutando as explicações,4,,,Zoom in,,Sim,,,,,
f0206,176,5,82-53.JPG,foto,Ambos,2025,Em Barcelona. Escutando as explicações,4,,,Zoom out,,Sim,,,,,
f0287,177,5,IMG_8450.jpeg,foto,Tiago,2025,"Em Buenos Aires, no Bairro La Boca",4,,,Zoom in,,Sim,,,,,
f0295,178,5,IMG_9648.jpeg,foto,Tiago,2025,Empurrando um glaciar (Perito Moreno,4,,,Nenhum,,Sim,,,,,
f0225,179,5,9-24-4.jpeg,foto,Clara,2025,Gosta de futebol e adora o FCP,4,,,Zoom in,,Nao,,,,,
f0285,180,5,IMG_7886.jpeg,foto,Amigos,2025,Hora de almoço / Com a Inês,4,,,Zoom out,,Sim,,,,,
f0051,181,5,20250608_224334 - Cópia.jpg,foto,Ambos,2025,Jogo do Campeonato da Europa,4,,,Zoom in,,Nao,,,,,
f0195,182,5,82-3.JPG,foto,Ambos,2025,"Londres, 2025",4,,,Zoom out,,Sim,,,,,
f0199,183,5,82-37.jpeg,foto,Ambos,2025,"Londres, 2025",4,,,Zoom in,"Londres, 2025",Sim,,,,,
f0288,184,5,IMG_8594.jpeg,foto,Ambos,2025,Na Argentina. Junto às Cataratas do Ig,4,,,Zoom out,,Sim,,,,,
f0291,185,5,IMG_9062.jpeg,foto,Ambos,2025,"Na Patagónia, junto a uma colónia de p",4,,,Nenhum,,Sim,,,,,
f0066,186,5,21-18.JPG,foto,Clara,2025,Na Sicília. Siracusa; / Em Taormina,4,,,Zoom out,,Sim,,,,,
f0286,187,5,IMG_8145.jpeg,foto,Ambos,2025,No estádio do Boca Juniors,4,,,Zoom in,,Sim,,,,,
f0080,188,5,21-32.jpg,foto,Clara,2025,Nova York,4,,,Zoom out,Nova York,Nao,,,,,
f0142,189,5,21-49-47.jpeg,foto,Tiago,2025,O pacifista,4,,,Zoom in,,Sim,,,,,
f0289,190,5,IMG_8848.jpeg,foto,Ambos,2025,Ushuaia,4,,,Zoom out,Ushuaia,Sim,,,,,
f0331,191,5,IMG_20250319_131901.jpg,foto,Ambos,2025,"sem contexto, 2014",4,,,Zoom in,,Sim,,,,,
f0322,192,5,Clara_e_irmao_a_dormir.jpg,foto,Familia,2025,"sem contexto, 2023",4,,,Nenhum,,Sim,,,,,
f0317,193,5,2025_Clara_a_trabalhar_iguaçu.jpg,foto,Clara,2025,"sem contexto, 2025",4,,,Zoom in,,Sim,,,,,
f0347,194,5,2025_Pedido_casamento_clara_1.jpg,foto,Ambos,2025,"sem contexto, 2025",4,,,Zoom out,,Sim,,,,,
f0348,195,5,2025_Pedido_casamento_clara_2.jpg,foto,Ambos,2025,"sem contexto, 2025",4,,,Zoom in,,Sim,,,,,
f0349,196,5,2025_Pedido_casamento_clara_3.jpg,foto,Ambos,2025,"sem contexto, 2025",4,,,Zoom out,,Sim,,,,,
f0350,197,5,2025_Pedido_casamento_clara_4.jpg,foto,Ambos,2025,"sem contexto, 2025",4,,,Zoom in,,Sim,,,,,
f0323,198,5,Clara_e_mae_e_irmao_fotografo.jpg,foto,Familia,2025,"sem contexto, 2025",4,,,Zoom out,,Sim,,,,,
f0294,199,5,IMG_9594.jpeg,foto,,2025,"sem contexto, 2025",4,,,Nenhum,,Sim,,,,,
f0093,200,5,21-45-18.jpeg,foto,Amigos,2026,A verdadeira Claque do FCP,4,,,Zoom out,,Nao,,,,,
f0262,201,5,IMG_2601.jpeg,foto,Amigos,2026,A verdadeira Claque do FCP,4,,,Zoom in,,Sim,,,,,
f0255,202,5,IMG-20260513-WA0016.jpg,foto,Amigos,2026,"Colegas de trabalho (dele), 2025",4,,,Zoom out,,Sim,,,,,
f0297,203,5,Scanner_20260606 (17).jpg,foto,Ambos,2026,E pelo futebol em geral,4,,,Zoom in,,Nao,,,,,
f0268,204,5,IMG_3835.jpg,foto,Clara,2026,"Em Lanzarote, com Pilar del Río",4,,,Zoom out,,Sim,,,,,
f0274,205,5,IMG_4477.JPG,foto,Clara,2026,"Férias 2026, nas ilhas também se costu",4,,,Zoom in,,Sim,,,,,
f0101,206,5,21-45-9.jpg,foto,Familia,2026,No 99.º Aniversário da avó Maria dos A,4,,,Nenhum,,Sim,,,,,
f0054,207,5,20260623_201228.jpg,foto,Clara,2026,No Mundial de futebol 2026,4,,,Zoom in,,Nao,,,,,
f0261,208,5,IMG_2523.jpeg,foto,Ambos,2026,"O encontro, 2026",4,,,Zoom out,,Sim,,,,,
f0256,209,5,IMG-20260614-WA0013.jpg,foto,Tiago,2026,O maratonista,4,,,Zoom in,,Sim,,,,,
f0270,210,5,IMG_4224.JPG,foto,Familia,2026,"O pai: -Clara, já vais outra vez em ex",4,,,Zoom out,,Sim,,,,,
f0052,211,5,20260101_011410.jpg,foto,Ambos,2026,"Primeiros minutos de 2026, quando foi",4,,,Zoom in,,Sim,,,,,
f0053,212,5,20260101_011607.jpg,foto,Ambos,2026,"Primeiros minutos de 2026, quando foi",4,,,Zoom out,,Sim,,,,,
f0260,213,5,IMG_2067.jpeg,foto,Ambos,2026,"Primeiros minutos de 2026, quando foi",4,,,Nenhum,,Sim,,,,,
f0011,214,5,WhatsApp Image 2026-03-01 at 13.30.02.jpeg,foto,Ambos,2026,"Voo de despedida de solteira, deixaram",4,,,Zoom out,,Nao,,,,,
f0302,215,5,WhatsApp Image 2026-03-01 at 13.30.02.jpeg,foto,Ambos,2026,"Voo de despedida de solteira, deixaram",4,,,Zoom in,,Nao,,,,,
f0304,216,5,WhatsApp Image 2026-08-21 at 16.10.19.jpeg,foto,Ambos,2026,"Voo de despedida de solteira, deixaram",4,,,Zoom out,,Nao,,,,,
f0305,217,5,WhatsApp Image 2026-08-22 at 11.12.02.jpeg,foto,Ambos,2026,"Voo de despedida de solteira, deixaram",4,,,Zoom in,,Nao,,,,,
f0346,218,5,IMG_20260209_172732.jpg,foto,Familia,2026,"sem contexto, 2026",4,,,Zoom out,,Sim,,,,,
f0315,219,5,José_Tiago_Em_preparacao_corridas.jpg,foto,Amigos,2026,"sem contexto, 2026",4,,,Zoom in,,Sim,,,,,
f0303,220,5,WhatsApp Image 2026-05-02 at 20.16.23.jpeg,foto,,2026,"sem contexto, 2026",4,,,Nenhum,,Nao,,,,,
f0298,221,5,Scanner_20260814.jpg,foto,Clara,2026,É desde sempre apaixonada por cães,4,,,Zoom in,,Nao,,,,,
f0045,1,,20-4.png,foto,Clara,,... E com adrenalina,4,,,Pan D-E,,Nao,,,,,
f0233,2,,9-28.JPG,foto,Clara,,... E pelos dos outros,4,,,Zoom in,,Nao,,,,,
f0234,3,,9-29.JPG,foto,Clara,,... E pelos dos outros,4,,,Zoom out,,Nao,,,,,
f0069,4,,21-21.JPG,foto,Clara,,Bratislava,4,,,Zoom in,Bratislava,Sim,,,,,
f0047,5,,200_ML_FestaNatal2022.jpg,foto,Amigos,,Colegas de trabalho (dela),4,,,Zoom out,,Sim,,,,,
f0091,6,,21-45-16.jpeg,foto,Amigos,,Colegas de trabalho (dela),4,,,Nenhum,,Nao,,,,,
f0168,7,,499_ML_FestaNatal2024.jpg,foto,Amigos,,Colegas de trabalho (dela),4,,,Zoom out,,Sim,,,,,
f0241,8,,content.jpg,foto,Amigos,,Colegas de trabalho (dela),4,,,Zoom in,,Sim,,,,,
f0242,9,,content5.jpg,foto,Amigos,,Colegas de trabalho (dela),4,,,Zoom out,,Nao,,,,,
f0167,10,,448_ML_FestaNatal2024.jpg,foto,Amigos,,Com a Francisca,4,,,Zoom in,,Sim,,,,,
f0240,11,,b0773331-cf53-4b1c-bb33-9cbe08cb4031.jpeg,foto,Amigos,,Com a Francisca,4,,,Zoom out,,Nao,,,,,
f0094,12,,21-45-19.jpg,foto,Amigos,,Com a Inês,4,,,Zoom in,,Nao,,,,,
f0097,13,,21-45-4.jpg,foto,Familia,,Com a família materna,4,,,Nenhum,,Nao,,,,,
f0098,14,,21-45-5.JPG,foto,Familia,,Com a família materna,4,,,Zoom in,,Sim,,,,,
f0089,15,,21-45-10.jpg,foto,Amigos,,Com as amigas de sempre,4,,,Zoom out,,Nao,,,,,
f0034,16,,1200.jpg,foto,Tiago,,Com o Henrique no Parque Guell,4,,,Zoom in,,Nao,,,,,
f0214,17,,9-15-1.JPG,foto,Clara,,"Com o Miguel Araújo, na Feira do Livro",4,,,Zoom out,,Nao,,,,,
f0024,18,,11-14.jpg,foto,Familia,,Com o mano e a mãe,4,,,Pan E-D,,Nao,,,,,
f0025,19,,11-15.jpg,foto,Familia,,Com o mano e a mãe,4,,,Zoom out,,Nao,,,,,
f0095,20,,21-45-2.jpg,foto,Familia,,Com os padrinhos de batismo e de casam,4,,,Nenhum,,Nao,,,,,
f0197,21,,82-32.JPG,foto,Ambos,,Cumplicidades,4,,,Zoom out,,Nao,,,,,
f0203,22,,82-46.JPG,foto,Ambos,,Cumplicidades,4,,,Zoom in,,Sim,,,,,
f0204,23,,82-48.JPG,foto,Ambos,,Cumplicidades,4,,,Zoom out,,Sim,,,,,
f0208,24,,82-6.jpg,foto,Ambos,,Cumplicidades,4,,,Zoom in,,Sim,,,,,
f0210,25,,82-9.jpg,foto,Ambos,,Cumplicidades,4,,,Zoom out,,Nao,,,,,
f0193,26,,82-25- -2022.JPG,foto,Ambos,,"Cumplicidades, 2019",4,,,Zoom in,,Sim,,,,,
f0146,27,,21-49-54.jpg,foto,Amigos,,E com a Sky,4,,,Nenhum,,Sim,,,,,
f0147,28,,21-49-55.jpg,foto,Amigos,,E com a Sky,4,,,Zoom in,,Sim,,,,,
f0149,29,,21-49-57.jpg,foto,Amigos,,E com a Sky,4,,,Zoom out,,Sim,,,,,
f0026,30,,11-20.jpg,foto,Familia,,E com o pai,4,,,Zoom in,,Nao,,,,,
f0290,31,,IMG_9013.JPG,foto,Amigos,,E da Faculdade,4,,,Zoom out,,Sim,,,,,
f0190,32,,82-11-1.jpg,foto,Ambos,,E o fétiche por óculos,4,,,Zoom in,,Nao,,,,,
f0200,33,,82-4.jpg,foto,Ambos,,E pelo futebol em geral,4,,,Zoom out,,Sim,,,,,
f0272,34,,IMG_4362.JPG,foto,Clara,,Em Frankfurt / Em Bratislava,4,,,Nenhum,,Sim,,,,,
f0251,35,,DSCN7849.JPG,foto,Tiago,,"Em Zagreb, no estádio Maksimir",4,,,Zoom out,,Sim,,,,,
f0090,36,,21-45-11.jpg,foto,Amigos,,Farmácia vs Direito vs Bioquímica vs E,4,,,Zoom in,,Nao,,,,,
f0157,37,,21-52.JPG,foto,Ambos,,Festa dos 17 anos da Clara,4,,,Zoom out,,Sim,,,,,
f0143,38,,21-49-51.jpg,foto,Tiago,,Look à Top Gun,4,,,Zoom in,,Nao,,,,,
f0156,39,,21-51.JPG,foto,Ambos,,Na aula de Biologia,4,,,Zoom out,,Sim,,,,,
f0067,40,,21-2.jpg,foto,Clara,,"Não gosta de perder, nem a feijões. Pr",4,,,Zoom in,,Nao,,,,,
f0231,41,,9-26.JPG,foto,Clara,,Pelos dela,4,,,Nenhum,,Nao,,,,,
f0002,42,,10-1.jpg,foto,,,Por classificar,4,,,Zoom in,,Nao,,,,,
f0006,43,,11-3 - Cópia.JPG,foto,,,Por classificar,4,,,Zoom out,,Nao,,,,,
f0007,44,,11-3.JPG,foto,,,Por classificar,4,,,Zoom in,,Nao,,,,,
f0077,45,,21-3.jpg,foto,Clara,,Sem medos... / Sem comentários,4,,,Zoom out,,Nao,,,,,
f0076,46,,21-29.jpeg,foto,Clara,,Taormina,4,,,Zoom in,Taormina,Sim,,,,,
f0314,47,,Ebru_E_CBC.jpg,foto,Amigos,,"sem contexto, 2014",4,,,Zoom out,,Nao,,,,,
f0110,48,,21-49-13 - Cópia.JPG,foto,,,"sem contexto, 2023",4,,,Nenhum,,Sim,,,,,
f0008,49,,21-49-13.JPG,foto,,,"sem contexto, 2023",4,,,Zoom out,,Sim,,,,,
f0162,50,,21-8.jpg,foto,,,"sem contexto, 2023",4,,,Zoom in,,Nao,,,,,
f0178,51,,8-4.jpg,foto,,,"sem contexto, 2023",4,,,Zoom out,,Nao,,,,,
f0238,52,,977af8a4-c485-48a1-ac39-83ee76f6bc02.jpeg,foto,,,"sem contexto, 2023",4,,,Zoom in,,Nao,,,,,
f0318,53,,Clara_bebe_cerveja.jpg,foto,Clara,,"sem contexto, 2023",4,,,Zoom out,,Nao,,,,,
f0324,54,,clara_e_padrinho_a_rir.jpg,foto,Familia,,"sem contexto, 2025",4,,,Zoom in,,Nao,,,,,
f0344,55,,DSC00781.JPG,foto,Ambos,,"sem contexto, 2025",4,,,Nenhum,,Nao,,,,,
f0316,56,,Pedro_Passeio_com_golias_por_perto.jpg,foto,Amigos,,"sem contexto, 2026",4,,,Zoom in,,Nao,,,,,
f0353,57,,TIAGO_IRMÃO_mae_2016.jpg,foto,Familia,,"sem contexto, 2026",4,,,Pan D-E,,Sim,,,,,
f0112,58,,21-49-16.JPG,foto,Tiago,,É um rapaz ponderado e cedo aprendeu a,4,,,Zoom in,,Sim,,,,,
