ordem,id,tipo,seccao,ficheiro,duracao_s,transicao_s,inicio_s,fim_s,dominante_s,solo_s,movimento,texto_ecra,tratamento,duracao_original_s,variacao_pct,fonte_imagem,nota
235,f0244,foto,O encontro,DSC00093.JPG,3.7,0.7,711.63,715.33,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,"corrida duvidosa: relacao mas repetitiva, decidir se vai a rajada"
236,f0189,foto,O encontro,82-10.jpg,3.7,0.7,714.63,718.33,3.0,2.3,Zoom in,Em Veneza,fiel,5.0,-26.0,,
237,f0192,foto,O encontro,82-2.jpg,3.7,0.7,717.63,721.33,3.0,2.3,Zoom in,"Em Londres,  2018.",fiel,5.0,-26.0,,
238,f0199,foto,O encontro,82-37.jpeg,3.7,0.7,720.63,724.33,3.0,2.3,Zoom in,"Em Londres,  2025.",fundo,5.0,-26.0,,
239,f0195,foto,O encontro,82-3.JPG,3.7,0.7,723.63,727.33,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
240,f0187,foto,O encontro,82 - Cópia.jpg,4.15,0.7,726.63,730.78,3.45,2.75,Zoom in,Em Barcelona.  Escutando as explicações  sobre a obra de Gaudi.,fiel,7.0,-40.7,,
241,f0194,foto,O encontro,82-27.jpeg,3.7,0.7,730.08,733.78,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
242,f0206,foto,O encontro,82-53.JPG,3.7,0.7,733.08,736.78,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
243,f0292,foto,O encontro,IMG_9097.JPG,3.93,0.7,736.08,740.01,3.23,2.53,Nenhum,No Gerês,fiel,6.0,-34.6,,
244,f0288,foto,O encontro,IMG_8594.jpeg,3.7,0.7,739.31,743.01,3.0,2.3,Zoom in,Na Argentina. Junto às Cataratas do  Iguaçú;,fiel,5.0,-26.0,,
245,f0291,foto,O encontro,IMG_9062.jpeg,3.7,0.7,742.31,746.01,3.0,2.3,Zoom in,"Na Patagónia, junto  a uma colónia de pinguins.",fundo,5.0,-26.0,,
246,f0289,foto,O encontro,IMG_8848.jpeg,3.7,0.7,745.31,749.01,3.0,2.3,Zoom in,Em Ushuaia,fiel,5.0,-26.0,,
247,f0286,foto,O encontro,IMG_8145.jpeg,3.93,0.7,748.31,752.24,3.23,2.53,Zoom in,No estádio do Boca Juniors,fiel,6.0,-34.6,,
248,f0048,foto,O encontro,20170204_200730.jpg,3.93,0.7,751.54,755.46,3.23,2.53,Zoom in,"Em comum, também tinham a  paixão pelo FCP.",fiel,6.0,-34.6,,
249,f0261,foto,O encontro,IMG_2523.jpeg,3.7,0.7,754.76,758.46,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
250,f0297,foto,O encontro,Scanner_20260606 (17).jpg,3.93,0.7,757.76,761.69,3.23,2.53,Zoom in,E pelo futebol em geral,fiel,6.0,-34.6,,
251,f0200,foto,O encontro,82-4.jpg,3.7,0.7,760.99,764.69,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
252,f0191,foto,O encontro,82-11.jpeg,3.93,0.7,763.99,767.91,3.23,2.53,Zoom in,E o fétiche por óculos...,fundo,6.0,-34.6,,
253,f0190,foto,O encontro,82-11-1.jpg,3.7,0.7,767.21,770.91,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
254,f0269,foto,O encontro,IMG_4073.JPG,3.7,0.7,770.21,773.91,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
255,f0248,foto,O encontro,DSC_0041.JPG,4.15,0.7,773.21,777.37,3.45,2.75,Nenhum,"Imposição de Insígnias. ""Tiago, não batas,  ela só fala na presença  do seu Advogado...""",fiel,7.0,-40.7,,
256,f0166,foto,O encontro,30Abril18_125.jpg,3.93,0.7,776.67,780.59,3.23,2.53,Zoom in,No Baile  de Finalistas,fundo,6.0,-34.6,,
257,,cartao,Cumplicidades,,4.15,0.7,779.89,784.04,3.45,2.75,,Cumplicidades,fiel,7.0,-40.7,,
258,f0204,foto,Cumplicidades,82-48.JPG,3.7,0.7,783.34,787.04,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
259,f0203,foto,Cumplicidades,82-46.JPG,3.7,0.7,786.34,790.04,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
260,f0197,foto,Cumplicidades,82-32.JPG,3.7,0.7,789.34,793.04,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
261,f0210,foto,Cumplicidades,82-9.jpg,3.93,0.7,792.34,796.27,3.23,2.53,Zoom in,,fundo,6.0,-34.6,,
262,f0196,foto,Cumplicidades,82-31.JPG,3.7,0.7,795.57,799.27,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
263,f0201,foto,Cumplicidades,82-41.JPG,3.7,0.7,798.57,802.27,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
264,f0209,foto,Cumplicidades,82-7.jpg,3.7,0.7,801.57,805.27,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
265,f0035,foto,Cumplicidades,182-73.JPG,3.7,0.7,804.57,808.27,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
266,f0037,foto,Cumplicidades,182-76.JPG,3.7,0.7,807.57,811.27,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
267,f0208,foto,Cumplicidades,82-6.jpg,3.7,0.7,810.57,814.27,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
268,f0276,foto,Cumplicidades,IMG_4490 (3).jpg,3.7,0.7,813.57,817.27,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
269,f0271,foto,Cumplicidades,IMG_4277 (3) (1).jpg,3.7,0.7,816.57,820.27,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
270,f0193,foto,Cumplicidades,82-25- -2022.JPG,3.7,0.7,819.57,823.27,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
271,f0198,foto,Cumplicidades,82-36.JPG,3.7,0.7,822.57,826.27,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
272,f0202,foto,Cumplicidades,82-43.JPG,3.7,0.7,825.57,829.27,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
273,f0207,foto,Cumplicidades,82-59.JPG,3.7,0.7,828.57,832.27,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
274,f0036,foto,Cumplicidades,182-74.JPG,3.7,0.7,831.57,835.27,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
275,f0243,foto,Cumplicidades,DSC00075.JPG,3.93,0.7,834.57,838.49,3.23,2.53,Zoom in,,fiel,6.0,-34.6,,
276,f0275,foto,Cumplicidades,IMG_4490 (16).jpg,3.7,0.7,837.79,841.49,3.0,2.3,Zoom in,,fiel,5.0,-26.0,,
277,f0273,foto,Cumplicidades,IMG_4425.JPG,3.93,0.7,840.79,844.72,3.23,2.53,Zoom in,,fundo,6.0,-34.6,,
278,f0205,foto,Cumplicidades,82-50.JPG,4.38,0.7,844.02,848.4,3.68,2.98,Zoom in,"-És uma workaholic, não és? -Agora não posso responder,   tenho que mandar um e-mail de   trabalho!",fiel,8.0,-45.3,,
279,f0252,foto,Cumplicidades,Fotos Joana (69).JPG,4.83,0.7,847.7,852.53,4.13,3.43,Zoom in,Festa  dos  18 anos  da  Clara,fundo,10.0,-51.7,,
280,f0249,foto,Cumplicidades,DSC_7700.JPG,4.6,0.7,851.83,856.43,3.9,3.2,Nenhum,Na festa dos 18 anos do Henrique,fiel,9.0,-48.8,,
281,f0019,foto,Cumplicidades,1021.jpg,4.83,0.7,855.73,860.56,4.13,3.43,Zoom in,"Festa de aniversário da Clara, estava  a festa a decorrer e ela saiu porque  tinha de ir a Lisboa, em trabalho.",fiel,10.0,-51.7,,
282,f0018,foto,Cumplicidades,1021-1.jpg,4.6,0.7,859.86,864.47,3.9,3.2,Zoom in,"Os lenços brancos da despedida, depois  de ter abandonado os convidados...",fundo,9.0,-48.8,,
283,f0283,foto,Cumplicidades,IMG_6442.JPG,3.93,0.7,863.77,867.69,3.23,2.53,Zoom in,"Com o Henrique, em Barcelona.",fiel,6.0,-34.6,,
284,f0051,foto,Cumplicidades,20250608_224334 - Cópia.jpg,3.93,0.7,866.99,870.92,3.23,2.53,Zoom in,Jogo do Campeonato  da Europa,fiel,6.0,-34.6,,
285,f0020,foto,Cumplicidades,1031.JPG,4.6,0.7,870.22,874.82,3.9,3.2,Zoom in,No Santuário do Bom Jesus de Braga,fiel,9.0,-48.8,,
286,f0052,foto,Cumplicidades,20260101_011410.jpg,4.83,0.7,874.12,878.95,4.13,3.43,Zoom in,"Primeiros minutos de 2026, quando foi  anunciado o noivado.",fundo,10.0,-51.7,,
287,f0053,foto,Cumplicidades,20260101_011607.jpg,4.15,0.7,878.25,882.4,3.45,2.75,Zoom in,,fiel,7.0,-40.7,,
288,f0260,foto,Cumplicidades,IMG_2067.jpeg,3.7,0.7,881.7,885.4,3.0,2.3,Zoom in,,fundo,4.0,-7.5,,
289,f0304,foto,Cumplicidades,WhatsApp Image 2026-08-21 at 16.10.19.jpeg,4.15,0.7,884.7,888.85,3.45,2.75,Zoom in,"Voo de despedida de solteira, deixaram- na sonhar com uma condução a sério.",fundo,7.0,-40.7,,
290,f0305,foto,Cumplicidades,WhatsApp Image 2026-08-22 at 11.12.02.jpeg,3.7,0.7,888.15,891.85,3.0,2.3,Zoom in,,fundo,5.0,-26.0,,
291,f0302,foto,Cumplicidades,WhatsApp Image 2026-03-01 at 13.30.02.jpeg,5.39,0.7,891.15,896.55,4.69,3.99,Nenhum,,fiel,12.5,-56.8,,
292,,cartao,The End,,4.15,0.7,895.85,900.0,3.45,2.75,,The End (To be continued...),fiel,7.0,-40.7,,
